artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Goldfrapp,Black Cherry,Strict Machine,12,231453,False,0.634,0.59,6,-7.66,1,0.0294,0.0248,0.16,0.112,0.45,125.998,4,trip-hop
Jon Sarta,Magic Kingdom Piano Classics,Someone's Waiting for You,22,108885,False,0.61,0.0386,2,-26.511,1,0.0431,0.995,0.895,0.097,0.337,91.838,4,disney
Capital Inicial,Eu Nunca Disse Adeus,Eu Nunca Disse Adeus,46,208786,False,0.299,0.686,7,-7.058,1,0.0417,0.0132,0.0,0.354,0.366,145.971,3,r-n-b
Linkin Park,Meteora,Lying from You,53,175373,False,0.535,0.951,3,-3.324,0,0.18,0.00777,0.0,0.0669,0.723,160.102,4,grunge
Dr LoFi,295 (Lofi Mix),295 - Lofi Mix,46,308688,False,0.537,0.67,11,-7.462,0,0.318,0.822,2.61e-06,0.0894,0.256,77.287,4,indian
Luigi Texidor,The Best,Nací Moreno,27,260040,False,0.482,0.775,9,-6.359,0,0.227,0.787,0.00166,0.318,0.874,199.981,4,salsa
Alejandro Sanz,Retro Baladas,Camino De Rosas,0,260573,False,0.776,0.609,9,-6.146,1,0.0929,0.481,0.0,0.0508,0.612,96.04,4,latin
Lokel,World Burns,World Burns,60,141049,False,0.781,0.373,11,-10.866,1,0.0791,0.202,0.0346,0.142,0.301,125.978,4,chill
Titãs,As Grandes Décadas Da Música Popular Brasileira,Enquanto Houver Sol,47,183093,False,0.665,0.596,4,-3.896,1,0.0267,0.149,4.84e-05,0.327,0.207,115.265,4,brazil
Disney Peaceful Piano;Disney,Disney Peaceful Piano: Breathe,All Is Found,56,158806,False,0.431,0.0197,5,-26.95,1,0.0757,0.991,0.923,0.0798,0.0929,70.012,4,disney
Pink Sweat$;6LACK,Pink Moon,Midnight River (feat. 6LACK),55,184771,False,0.497,0.351,1,-9.048,0,0.0648,0.777,0.0,0.167,0.234,171.719,4,soul
Aaron Smith;Krono;Luvli,Dancin (feat. Luvli) [Krono Remix],Dancin (feat. Luvli) - Krono Remix,78,198053,False,0.72,0.741,10,-6.529,0,0.0287,0.101,1.41e-05,0.289,0.357,119.896,4,chicago-house
Katy Perry,Harleys In Hawaii,Harleys In Hawaii,73,185815,False,0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,4,dance
Kailash Kher,Jai Shri Mahakal,Jai Shri Mahakal,32,270324,False,0.378,0.791,11,-7.482,0,0.223,0.777,0.0,0.0583,0.848,90.836,1,indian
Wolfgang Amadeus Mozart;Francesco Piemontesi,Mozart - All Day Classics,"8 Menuette, K.315a: Menuetto 5 in F Major",7,97906,False,0.422,0.0238,5,-27.829,1,0.0413,0.994,0.909,0.111,0.717,155.189,4,classical
ODESZA,Summer's Gone,How Did I Get Here,60,131250,False,0.707,0.579,0,-6.198,0,0.0293,0.384,0.72,0.408,0.357,96.062,4,chill
Pantera,Far Beyond Driven,I'm Broken,65,264800,True,0.419,0.878,7,-6.352,1,0.0553,0.000594,0.559,0.139,0.666,147.385,4,metal
Tanishk Bagchi;Rashmi Virag;Zahrah S Khan,"Aafat (From ""Liger"")","Aafat (From ""Liger"")",66,163500,False,0.834,0.805,11,-1.684,0,0.155,0.257,0.0,0.0885,0.433,119.947,4,pop
Moliy,Honey Doom,Love Doc,5,169565,False,0.66,0.675,7,-7.128,0,0.2,0.189,2.17e-06,0.133,0.367,92.285,4,alternative
HXE,Overnight,Overnight,49,73534,True,0.812,0.474,2,-6.966,1,0.36,0.168,4.89e-05,0.182,0.476,158.121,4,electronic
Becky Hill;Joel Corry,Daily Pop Mix,HISTORY,0,176609,True,0.674,0.86,8,-3.318,1,0.0369,0.155,3.21e-06,0.359,0.771,122.975,4,house
Raimundos,Acústico - Ao Vivo,Nega Jurema - Ao Vivo | Acústico,36,130804,False,0.676,0.975,11,-4.311,1,0.0494,0.234,5.25e-06,0.169,0.856,98.983,4,punk-rock
Gelena Velikanova;Квинтет п/у Виктора Миронова,Весенняя мелодия,Ландыши,0,151931,False,0.685,0.31,8,-13.228,1,0.0488,0.886,8.16e-05,0.224,0.747,131.529,4,romance
The Smith Street Band,Sunshine and Technology,I Can't Feel My Face,27,209286,False,0.252,0.946,2,-3.674,1,0.152,0.18,0.0,0.149,0.344,167.136,4,garage
Lauren Spencer Smith,Autumn Vibes 2022,Fingers Crossed,0,175344,False,0.56,0.473,5,-7.23,1,0.0533,0.618,0.0,0.31,0.441,109.414,4,singer-songwriter
Ikke Hüftgold,Dicke Hits und Kartoffelsalat aus dem Märchenland,Bongiorno,26,193166,True,0.678,0.973,3,-3.65,1,0.0552,0.102,0.0,0.359,0.937,140.042,4,party
Kato,Naruto Vibes,Loneliness,45,109000,False,0.654,0.325,2,-10.283,0,0.0453,0.123,0.785,0.11,0.0997,143.929,4,anime
Halsey,Without Me,Without Me,78,201660,True,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,indie
Bassnectar,Vava Voom,Empathy,42,260571,False,0.382,0.976,11,-2.909,1,0.0729,1.28e-05,0.556,0.109,0.337,140.014,4,breakbeat
Sufjan Stevens,Carrie & Lowell,Death with Dignity,65,239508,False,0.514,0.16,4,-21.04,1,0.0383,0.986,0.0176,0.113,0.395,169.898,4,songwriter
Hans Zimmer;Gavin Greenaway;The Lyndhurst Orchestra,Gladiator: 20th Anniversary Edition,Honor Him,60,79840,False,0.194,0.11,6,-23.824,0,0.0396,0.859,0.888,0.117,0.0395,68.079,4,german
Roy Woods,The Look - R&B Feels,Insecure,0,188132,False,0.756,0.484,4,-9.727,0,0.0497,0.311,0.0,0.11,0.414,92.056,4,soul
Zack Zhu,Frontal Lowb,Frontal Lowb,31,121165,False,0.904,0.168,10,-17.717,1,0.165,0.191,0.935,0.0904,0.478,103.0,4,study
Slank,Virus,# 1,37,281887,False,0.386,0.414,7,-7.771,1,0.029,0.00182,0.0021,0.111,0.18,126.22,3,blues
Cigarettes After Sex,Cigarettes After Sex,Each Time You Fall in Love,65,290630,False,0.378,0.533,10,-8.843,1,0.0279,0.479,0.508,0.131,0.285,75.927,4,indie
Chris Janson,Good Times Country,Who's Your Farmer,0,170346,False,0.618,0.861,11,-3.692,0,0.0427,0.0108,0.0,0.15,0.798,110.054,4,country
Stromae,racine carrée,Papaoutai,74,232146,False,0.734,0.809,10,-7.264,0,0.0839,0.0266,0.0,0.0642,0.254,116.024,4,house
2002,The Emerald Way,The Emerald Way,20,390680,False,0.164,0.338,0,-13.671,1,0.034,0.618,0.976,0.111,0.0396,140.015,3,new-age
PVRIS;070 Shake,Use Me,Use Me (feat. 070 Shake),53,203026,False,0.315,0.618,10,-6.71,0,0.053,0.0353,0.0118,0.113,0.226,79.175,4,punk-rock
Seiko Oomori,大森靖子,JUSTadICE,53,230457,False,0.413,0.988,0,-1.729,1,0.205,0.00123,0.00569,0.0836,0.362,185.034,4,j-idol
Beenie Man,Reggae Gold 1996,Old Dog,27,164426,False,0.708,0.41,11,-15.231,0,0.34,0.069,0.0,0.305,0.753,179.81,4,dancehall
The Prodigy;Pendulum,Their Law The Singles 1990 - 2005,Voodoo People - Pendulum Mix,55,307813,False,0.443,0.96,1,-5.481,1,0.0661,0.000127,0.875,0.194,0.533,174.011,4,breakbeat
Ratos De Porão,Necropolítica,Aglomeração,34,149214,True,0.37,0.959,6,-5.973,0,0.121,7.53e-06,0.0274,0.294,0.542,118.7,4,hardcore
Tha Playah;Kasparov;Zwaargewicht,Sick And Twisted,Sloopkogel,16,192333,True,0.548,0.98,7,-3.987,1,0.348,0.0123,1.06e-05,0.785,0.0788,179.922,3,happy
Cole Swindell,Hideaway - New Boots,She Had Me at Heads Carolina,0,206106,False,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,4,country
Plastikman;Richie Hawtin,Sheet One (Remastered),Helikopter (Remastered),11,390288,False,0.778,0.981,0,-12.067,1,0.0649,0.000692,0.945,0.114,0.326,137.932,4,detroit-techno
Christian French,avalanche,avalanche,63,199512,False,0.636,0.864,11,-3.919,1,0.0491,0.0314,0.0,0.102,0.892,160.009,4,electro
SVMP;Zebatin;Fallen Oceans,where do we go when we fall in love,where do we go when we fall in love,56,101100,False,0.561,0.364,7,-11.111,1,0.0286,0.812,8.94e-06,0.268,0.233,137.911,4,chill
Project AER,Light in the Sky,Light in the Sky,44,160212,False,0.533,0.386,2,-11.851,1,0.0562,0.224,0.754,0.132,0.0631,93.939,4,guitar
Sam Hunt,Tailgate Country,Body Like A Back Road,0,165386,False,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,4,country
NF,The Search,The Search,74,248040,False,0.789,0.786,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.957,4,hip-hop
The O'Jays,Family Reunion (Expanded Edition),Livin' for the Weekend,34,396000,False,0.513,0.724,9,-8.536,0,0.0834,0.112,0.0,0.579,0.691,126.345,4,disco
Tom Petty and the Heartbreakers,Feeling Good - Adult Pop Favorites,Echo,0,396773,False,0.547,0.56,0,-6.32,1,0.0241,0.0393,3.63e-06,0.0632,0.472,83.337,4,rock
Alka Yagnik;Udit Narayan,Taal (Original Motion Picture Soundtrack),Taal Se Taal,55,378026,False,0.682,0.532,7,-14.121,1,0.0966,0.0155,0.00041,0.128,0.614,95.007,4,k-pop
One True God;Roniit,Emptiness,Emptiness,55,149690,False,0.494,0.746,2,-4.775,1,0.0397,0.0012,0.0291,0.106,0.0398,194.043,4,club
George Jones,Best Of,She Thinks I Still Care,15,153333,False,0.556,0.357,11,-9.803,1,0.029,0.644,0.0,0.119,0.63,115.015,4,honky-tonk
Alice In Chains,Facelift,Man in the Box,75,285200,True,0.355,0.791,8,-7.565,1,0.0453,0.00045,0.0,0.0969,0.758,106.392,4,metal
Stephen Lynch,The Craig Machine,D & D - Live 2005,26,266733,False,0.431,0.683,2,-7.271,1,0.283,0.725,2.17e-06,0.773,0.444,76.788,4,comedy
Incubus,Make Yourself,Drive,75,232453,False,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,4,grunge
Marika Takeuchi,Missing Piece,Missing Piece,52,245306,False,0.589,0.365,9,-14.291,1,0.0284,0.874,0.905,0.101,0.192,110.023,4,piano
Artz;Şehinşah;Ezhel,İşin Mutfağı,Ihtan (feat. Şehinşah & Ezhel),42,217730,True,0.863,0.59,0,-7.486,1,0.268,0.295,0.0,0.102,0.475,100.009,4,turkish
Ramesh Mishra,Popular Covers - Saregama And Pehchan Music Vol - 4,Meri Sansaon Main Basa Hai,45,141061,False,0.4,0.148,0,-12.625,1,0.0341,0.95,0.0,0.132,0.486,70.628,4,classical
Polish Club,Iguana,We Don't Care,27,259706,True,0.426,0.939,5,-4.023,1,0.159,0.000639,0.0,0.314,0.337,172.051,4,garage
Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,82,217866,False,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,4,pop
Nightwish,HUMAN. :II: NATURE.,Noise,57,340281,False,0.5,0.85,2,-7.759,1,0.0493,0.000406,0.00515,0.121,0.434,76.976,4,opera
Eric Ethridge,Eric Ethridge,If You Met Me First,61,193832,False,0.31,0.552,9,-5.967,1,0.0303,0.344,0.0,0.0689,0.244,145.908,4,country
Joe Smooth;Floorplan,Promised Land (Floorplan Paradise Remix),Promised Land - Floorplan Extended Paradise Remix,5,435414,False,0.699,0.855,1,-5.798,0,0.0793,0.00427,0.00925,0.102,0.175,124.962,4,chicago-house
Skrillex;Noisia;josh pan;Dylan Brady,"Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]","Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",67,167253,False,0.487,0.669,9,-6.473,1,0.232,0.0145,0.00349,0.102,0.0573,172.026,3,edm
Sandy,Lealdade Coragem Verdade (De “Mulan”),Lealdade Coragem Verdade - De “Mulan”,38,164438,False,0.605,0.385,8,-6.735,1,0.031,0.519,0.0,0.0911,0.451,142.807,3,mpb
Radha Jayalakshmi,Motor Sundaram Pillai,Maname Muruganin,35,107253,False,0.343,0.399,7,-17.367,1,0.0533,0.991,0.136,0.133,0.731,105.118,4,classical
shy martin,Feelings,Feelings,55,169768,False,0.734,0.615,7,-8.519,1,0.0562,0.0966,3.15e-06,0.122,0.289,115.993,4,swedish
Albert King,pov: you rock around the christmas tree,Christmas Comes But Once A Year,0,272640,False,0.687,0.494,1,-9.421,1,0.0505,0.324,5.5e-05,0.0867,0.621,93.269,1,blues
Macaroni Empitsu,LiKE,トリコになれ,41,180186,False,0.68,0.865,9,-3.14,1,0.0394,0.107,0.0,0.279,0.848,128.138,4,anime
Groundation;Harrison Stafford,Young Tree,Congress Man,27,255586,False,0.871,0.653,8,-8.772,1,0.0461,0.000803,0.000495,0.0929,0.824,104.583,4,dub
Paolo Nutini,Low-Key Hits,Growing Up Beside You,1,203666,False,0.504,0.51,7,-10.79,1,0.0415,0.771,7.61e-05,0.0766,0.0834,95.182,4,singer-songwriter
Vluestar,I’ll Keep You Safe,Reminiscing,55,73557,True,0.701,0.335,1,-11.377,1,0.598,0.772,3.62e-06,0.135,0.28,84.35,4,chill
Big Star,#1 Record (Remastered),The Ballad Of El Goodo,38,260240,False,0.3,0.562,1,-5.536,1,0.0294,0.0144,0.0,0.0492,0.368,152.313,4,power-pop
Kyson,Lucky Notes,A Poem for 愤怒: Dive In,0,246670,False,0.506,0.291,7,-13.733,1,0.0418,0.847,0.0089,0.124,0.161,78.065,4,idm
Friction;Skream;Scrufizzer;P Money;Riko Dan,Kingpin,Kingpin - Rockwell Remix,14,306118,False,0.465,0.873,0,-3.461,1,0.406,0.0206,2.36e-05,0.109,0.621,81.199,4,drum-and-bass
Surf Curse,Freaks,Freaks,86,147062,False,0.345,0.941,9,-9.918,1,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,4,indie
Marc Anthony,Sergio George Presents Salsa Giants (Live),Tu Amor Me Hace Bien - Live Version,32,321200,False,0.611,0.907,7,-4.146,1,0.0505,0.524,2.53e-05,0.972,0.6,99.68,4,salsa
Brunner & Brunner,Leben,"Liebe lacht, Liebe weint - Originalversion",30,260186,False,0.693,0.913,7,-7.557,0,0.06,0.221,0.0,0.0959,0.597,121.978,4,disco
The Disco Boys;Jay Frog;Fabrizio Levita,"Electronic Club Charts, Vol. 1",Promised Land,0,163548,False,0.732,0.923,11,-5.217,1,0.0873,0.00219,0.0137,0.322,0.762,125.015,4,techno
Jd Pantoja,Perreo Tenebroso Vol. 5,Hagamos Las Paces,0,138400,False,0.859,0.639,2,-4.52,1,0.0636,0.0433,0.0,0.102,0.676,101.027,4,reggae
Stella Laura,Deus Vai Te Honrar,Deus Vai Te Honrar,40,262250,False,0.555,0.641,4,-3.68,1,0.0288,0.257,0.0,0.117,0.344,119.87,4,gospel
BTS,Proof,Life Goes On,62,208088,False,0.576,0.698,1,-6.544,1,0.0369,0.00848,0.0,0.367,0.462,81.028,4,k-pop
George Benson,80's,Give Me the Night (Single Version),0,298080,False,0.842,0.801,1,-6.409,1,0.0611,0.476,0.0126,0.387,0.856,110.132,4,jazz
The Disco Boys;DAZZ,Ballermann Party Hits Megamix 2022.2,Around the World - DAZZ Remix,0,158771,False,0.6,0.911,0,-5.632,1,0.0482,0.00324,0.000373,0.147,0.791,123.931,4,german
Jack Hartmann,Brain Breaks,5 Little Monkeys,17,82013,False,0.792,0.825,7,-5.883,1,0.244,0.463,0.0,0.245,0.871,180.334,4,kids
Bethel Music;Jonathan David Helser;Melissa Helser,Raise a Hallelujah (Studio Version),Raise a Hallelujah (Studio Version),61,244040,False,0.42,0.823,1,-4.889,1,0.0434,0.00985,0.0,0.103,0.517,163.997,4,world-music
Arctic Monkeys,Suck It and See,Library Pictures,54,142173,False,0.304,0.939,1,-5.836,1,0.0549,0.000142,0.00601,0.136,0.402,96.954,4,garage
menores atos,Lapso,Amanhã,31,284415,False,0.566,0.848,8,-6.264,0,0.0364,0.0231,0.000326,0.131,0.65,137.999,4,hardcore
Erasmo Carlos;Rita Lee,Fiesta temática 70s,Minha Fama De Mau,0,189840,False,0.564,0.913,9,-3.65,1,0.182,0.505,7.15e-06,0.221,0.962,144.967,4,samba
Eza,Tattoolu Bebek,Tattoolu Bebek,39,120122,False,0.811,0.731,5,-4.085,0,0.133,0.065,0.0016,0.148,0.795,100.017,4,turkish
Anuel AA;KAROL G,El perreo es el futuro,Secreto,0,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,latino
Chad Daniels,Busy Being Awesome,Fox Paws,25,213720,True,0.567,0.717,8,-8.942,1,0.901,0.719,0.0,0.695,0.689,87.897,3,comedy
Kathleen Madigan,Madigan Again,Gym,22,302586,True,0.514,0.922,10,-5.097,1,0.955,0.823,0.0,0.777,0.327,74.065,4,comedy
Daddy Yankee,Halloween con perreito,Limbo,0,224800,False,0.805,0.878,7,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,4,latino
Prateek Kuhad,The Way That Lovers Do,Co2,53,163653,False,0.533,0.678,1,-5.244,1,0.0256,0.663,0.0,0.145,0.683,80.96,4,songwriter
Eric Burdon,Apex - The Complete Fantasy Playlist,We Gotta Get Out Of This Place,0,208693,False,0.585,0.633,7,-8.007,1,0.0338,0.521,0.0,0.101,0.781,135.111,4,british
blink-182,Halloween Kids Party 2022,Adam's Song,0,249626,False,0.52,0.775,0,-5.803,1,0.0348,0.034,0.0,0.364,0.383,136.02,4,punk
Cem Tuncer,Aşk Laftan Anlamaz (Orijinal Dizi Müzikleri),Aşk Laftan Anlamaz,31,115170,False,0.421,0.443,2,-11.094,0,0.0287,0.00858,0.894,0.0959,0.301,179.943,3,turkish
M83,"Hurry up, We're Dreaming",Intro,50,322760,False,0.41,0.765,6,-6.788,1,0.0319,0.00109,7e-05,0.112,0.0381,105.013,4,french
Rigoberta Bandini,La Emperatriz,Canciones de Amor a Ti,61,198946,False,0.681,0.756,0,-6.065,1,0.141,0.149,0.0176,0.102,0.676,144.878,4,spanish
Bring Me The Horizon,Sempiternal (Expanded Edition),"Go to Hell, for Heaven's Sake",62,243000,False,0.455,0.97,7,-2.914,0,0.112,7.36e-05,0.000133,0.123,0.235,137.955,4,metalcore
Kotiteollisuus,Kotiteollisuus,Ei kukaan,20,329333,False,0.594,0.78,10,-6.204,0,0.0278,0.00836,0.72,0.0923,0.365,88.009,4,heavy-metal
Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Faschingsschwank aus Wien, Op. 26: I. Allegro (Live in Japan, 2022)",1,505413,False,0.353,0.09,3,-22.722,1,0.0373,0.995,0.895,0.0996,0.126,73.523,4,german
Cheap Trick,The Essential Cheap Trick,Dream Police,23,231266,False,0.471,0.862,4,-7.362,1,0.0407,0.00686,3.87e-05,0.109,0.621,137.532,4,power-pop
Sandra De Sá,Sandra Sá,Retratos e Canções,46,234333,False,0.611,0.4,9,-12.371,1,0.023,0.168,0.0,0.119,0.547,81.05,4,brazil
Los Estramboticos,Lucha y Resiste,La Herida - Acústica,38,288946,False,0.462,0.785,6,-3.557,0,0.0708,0.131,0.000925,0.0766,0.454,126.52,4,ska
Izzchughtai;Abdul Hannan,Ghuroor,Ghuroor,48,198857,False,0.392,0.331,7,-13.0,1,0.128,0.737,2.23e-06,0.0929,0.26,74.824,4,indie
Yiruma,f r a m e,Walking In The Forest - Piano Version,43,189000,False,0.476,0.065,2,-18.363,0,0.111,0.991,0.942,0.0865,0.154,134.293,4,new-age
Anıl Piyancı,Sen Olmazsan,Sen Olmazsan,38,172983,False,0.764,0.555,11,-7.99,0,0.0722,0.317,0.0,0.165,0.403,124.136,4,turkish
Jobii,Sisel,Slapperoni Pizza,21,131315,False,0.403,0.463,8,-7.071,1,0.154,0.558,0.843,0.112,0.341,166.072,4,study
Los Amores Recientes,Footsteps In Palermo,Footsteps In Palermo,45,195750,False,0.516,0.119,9,-18.338,1,0.117,0.967,0.925,0.0996,0.131,82.072,4,guitar
Mariana Aydar;Chico César,O Futuro Já Sabia,O Futuro Já Sabia,40,201806,False,0.641,0.614,9,-8.296,1,0.0846,0.176,4.73e-05,0.123,0.551,157.969,4,mpb
Empyre One;AlexKea,Mirrors,Mirrors - AlexKea! Edit,24,192794,False,0.566,0.997,4,-2.589,1,0.0529,0.00219,0.000185,0.335,0.649,144.006,4,party
KISS,"Smashes, Thrashes And Hits",Detroit Rock City,70,227466,False,0.454,0.847,0,-10.981,0,0.115,0.00953,0.000285,0.15,0.317,90.291,4,metal
Simply Red,Supa Chill,Love Fire,0,238066,False,0.754,0.427,3,-14.662,1,0.0318,0.157,0.00406,0.107,0.871,124.839,4,r-n-b
Rain for Sleep,Binaural Rainfall,Clear Rain,32,144030,False,0.151,1.0,10,-13.875,1,0.0584,0.114,0.999,0.479,1e-05,135.861,3,sleep
Regurgitate,Hatefilled Vengeance,Fleshmangler,11,66813,False,0.202,0.982,8,-3.42,1,0.217,2.57e-06,0.861,0.22,0.317,113.042,4,grindcore
João Gilberto,João Gilberto (1973),Na Baixa Do Sapateiro,22,283585,False,0.605,0.32,3,-13.189,0,0.058,0.186,0.72,0.122,0.466,157.502,4,guitar
Trazendo a Arca,Olha pra Mim,Senhor e Rei,45,503786,False,0.373,0.429,9,-7.992,1,0.0286,0.152,0.0,0.905,0.238,137.783,4,gospel
Nasum,Shift,The Deepest Hole,11,109426,False,0.213,0.988,1,-4.396,1,0.143,1.26e-06,0.553,0.417,0.042,123.222,4,grindcore
Dean Martin,The Very Best Christmas Songs 2022,Let It Snow! Let It Snow! Let It Snow!,0,115240,False,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,jazz
Sex Prisoner,Tannhauser Gate,Midnight,15,84965,False,0.339,0.92,8,-4.822,1,0.0991,5.3e-06,0.118,0.465,0.38,123.992,4,grindcore
Van Halen,1984 (Remastered),Hot for Teacher - 2015 Remaster,71,282746,False,0.552,0.947,2,-4.671,1,0.15,0.000652,0.00025,0.0637,0.465,127.631,4,metal
Vicetone;Cozi Zuehlsdorff,Nevada,Nevada,71,208561,False,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,4,house
Miso Colt,City Lights Spell Your Name,City Lights Spell Your Name,46,210200,False,0.765,0.245,0,-12.94,1,0.0983,0.667,0.826,0.106,0.434,75.005,4,study
Dimitri Vegas & Like Mike;Martin Garrix;Like Mike,Tremor (Sensation 2014 Anthem),Tremor - Sensation 2014 Anthem; Radio Edit,38,193139,False,0.615,0.919,11,-4.999,1,0.0367,0.00201,0.687,0.196,0.225,127.991,4,progressive-house
The Encounter;Street Cleaner,Bad Blood,Astrid,42,296744,False,0.462,0.854,2,-10.331,1,0.034,0.000502,0.896,0.11,0.058,110.017,4,club
Chilly Gonzales;Johannes Bornlöf,Refreshing Piano,White Keys,0,181055,False,0.338,0.0568,9,-27.643,0,0.0374,0.99,0.907,0.149,0.544,152.728,3,classical
Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,Little Miss Muffet - Original Mix,19,53640,False,0.467,0.185,6,-17.553,1,0.0551,0.963,0.924,0.103,0.51,148.721,3,disney
No Vacation,Amo XO,Beach Bummer,57,148192,False,0.689,0.783,10,-5.148,1,0.0447,0.0654,0.237,0.147,0.756,129.955,4,garage
Los Baby's,20 Grandes de los Baby's,Porque,29,183626,False,0.723,0.318,4,-15.12,1,0.0342,0.0229,2.09e-06,0.462,0.439,112.157,3,rock-n-roll
Wolves In The Throne Room,Celestial Lineage,Rainbow Illness,19,88226,False,0.123,0.225,9,-21.184,1,0.0522,0.00063,0.836,0.0564,0.0955,76.104,4,black-metal
Soothing Chill Out for Insomnia,"Sleep Music to Help You Relax All Night: New Age for Insomnia and Healing Natural Sleep Aid, Piano, Flute & Calm Sea Waves",Sleep Music to Help You Relax All Nigh,39,185833,False,0.281,0.00788,8,-29.89,1,0.0404,0.994,0.95,0.0789,0.159,169.527,4,sleep
Linkin Park,Minutes to Midnight,Valentine's Day,45,196813,False,0.654,0.66,5,-5.594,1,0.0283,0.0252,0.0371,0.278,0.412,108.039,4,metal
"Franco ""El Gorilla""",Perreo Tenebroso Vol. 5,Psiquiatrica Loca,0,173360,False,0.699,0.94,0,-4.718,1,0.223,0.231,0.0,0.331,0.921,186.077,4,reggae
OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,96,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,rock
Underground Resistance,Electronic Warfare 2.0,Countermeasures,6,287653,False,0.773,0.836,1,-12.916,1,0.0922,0.18,0.913,0.108,0.344,131.961,4,detroit-techno
Dvice;La Fortaleza Real;Lyan;Jehza,Gelato,Gelato,46,212903,True,0.812,0.573,2,-10.034,1,0.26,0.342,2.6e-06,0.0922,0.591,93.015,4,reggaeton
Cem Karaca,"Ölümsüzler, Vol. 3",Üryan Geldim,27,255626,False,0.291,0.352,2,-19.768,0,0.0441,0.123,0.00041,0.0855,0.647,94.243,4,psych-rock
Jamie xx,Idontknow,Idontknow,50,321502,False,0.506,0.714,10,-7.802,0,0.291,0.513,0.871,0.053,0.719,160.065,4,garage
Silverchair,Neon Ballroom,Black Tangled Heart,26,273466,False,0.48,0.554,5,-7.296,1,0.0291,0.16,0.0167,0.217,0.156,137.56,3,psych-rock
Alter Bridge,One Day Remains,Metalingus,67,259959,False,0.496,0.981,8,-3.268,1,0.108,9.33e-06,0.0,0.0958,0.163,109.905,4,alt-rock
Sly Withers,Gardens,Breakfast,39,174480,True,0.531,0.876,3,-4.253,1,0.0382,0.003,1.67e-06,0.127,0.205,130.969,4,garage
Immer Hansi,Bruine Piste,Bruine Piste,28,160202,False,0.877,0.843,7,-5.635,1,0.176,0.00571,0.0,0.296,0.685,126.961,4,hardstyle
OHMYMEITING,邁向三十,懸 - 不插電版,50,222000,False,0.564,0.215,3,-10.603,1,0.0406,0.857,0.0,0.122,0.318,142.926,4,mandopop
The Minds Of 99,Solkongen,En Engel,40,255804,False,0.663,0.83,7,-4.949,1,0.0446,0.0138,1.7e-06,0.101,0.586,118.005,4,punk
P.O.D.,Metal,Alive - Chris Lord-Alge Mix,0,205026,False,0.421,0.95,10,-3.985,1,0.0769,1.21e-05,0.000217,0.314,0.553,80.919,4,alt-rock
Timothy Infinite,Pajamas,Unbuttoned,9,143750,False,0.751,0.606,4,-5.188,1,0.0537,0.534,0.0319,0.347,0.131,140.078,4,study
A Tribe Called Quest,The Anthology,Electric Relaxation,68,226133,False,0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,4,hardcore
deadmau5;Kaskade,I Remember,I Remember,54,593600,False,0.848,0.497,11,-7.124,0,0.0529,0.0201,0.297,0.217,0.615,128.013,4,progressive-house
Cupid;Pokey,Best of Both Worlds (Blues Edition) - EP,In the Mood,10,261014,False,0.754,0.507,8,-5.491,0,0.0302,0.0906,0.0,0.362,0.572,90.037,4,kids
